"","NMDS1","NMDS2","date","PERIOD","SEASON","SITE","ID","TRANSECT","PatMin","MesFra","StrPur","MegUnd","DerImb","PisGig","PycHel","SteOsm","LamSpp","MacJuv","LamJuv","EisArb","PteCal","MacPyr","mean_rug","sd_rug","se_rug","DIST","X_dist","date_diff","days","Vel","X_Vel","MidPt"
"11",-0.0389969583746369,-0.145808491939084,1986-10-05,13,"FALL","WestEnd Urchin","2_10L","10L",0,151,216,7,0,0,0,106,1,18,3,3,0,22,12.0333333333333,1.24556546730123,0.719127557839668,0.0864326479123486,-0.0808903276261379,170,"170",0.000508427340660874,-0.000475825456624341,"0.00144820543843204"
"12",0.0731419262704923,0.0321561773264964,1987-04-24,14,"SPRING","WestEnd Urchin","2_10L","10L",2,184,550,2,0,3,0,20,2,8,2,0,0,8,12.0333333333333,1.24556546730123,0.719127557839668,0.210348646195455,0.112138884645129,201,"201",0.00104651067758933,0.000557904898731985,"0.0170724839479277"
"13",0.276120376433301,-0.058284669521437,1987-10-07,15,"FALL","WestEnd Urchin","2_10L","10L",2,151,429,7,0,2,0,40,0,0,0,0,0,6,12.0333333333333,1.24556546730123,0.719127557839668,0.222215656534519,0.202978450162809,166,"166",0.00133864853334048,0.00122276174796873,"0.174631151351897"
"14",0.361395929528519,-0.0671802517384693,1988-04-26,16,"SPRING","WestEnd Urchin","2_10L","10L",1,150,571,5,0,5,0,19,0,2,0,0,0,0,12.0333333333333,1.24556546730123,0.719127557839668,0.0857382723098342,0.0852755530952177,202,"202",0.000424446892622942,0.000422156203441672,"0.31875815298091"
"15",0.512548041389158,-0.0235871103096803,1988-10-09,17,"FALL","WestEnd Urchin","2_10L","10L",0,221,698,4,0,7,0,4,0,0,0,0,0,0,12.0333333333333,1.24556546730123,0.719127557839668,0.157312818611713,0.151152111860639,166,"166",0.000947667581998271,0.000910554890726741,"0.436971985458839"
"16",0.640025065438685,-0.00254391882578458,1989-04-18,18,"SPRING","WestEnd Urchin","2_10L","10L",0,165,669,15,0,3,0,0,0,0,0,0,0,0,12.0333333333333,1.24556546730123,0.719127557839668,0.129202196453278,0.127477024049526,191,"191",0.000676451290331298,0.000667418974081288,"0.576286553413922"
"17",0.658457712118856,-0.0290411125877486,1989-11-10,19,"FALL","WestEnd Urchin","2_10L","10L",0,171,902,20,0,2,0,0,0,0,0,0,0,0,12.0333333333333,1.24556546730123,0.719127557839668,0.0322779141348244,0.0184326466801713,206,"206",0.000156688903567109,8.94788673794723e-05,"0.64924138877877"
"18",0.654563312794899,0.013732645372941,1990-10-20,21,"FALL","WestEnd Urchin","2_10L","10L",0,91,1475,16,0,8,0,0,0,0,0,0,0,0,12.0333333333333,1.24556546730123,0.719127557839668,0.042950677714957,-0.00389439932395752,344,"344",0.00012485662126441,-1.13209282673184e-05,"0.656510512456877"
"19",0.632379201073065,0.0603933216459223,1991-04-18,22,"SPRING","WestEnd Urchin","2_10L","10L",2,125,1018,31,0,9,0,0,0,0,0,0,0,0,12.0333333333333,1.24556546730123,0.719127557839668,0.051665786775571,-0.0221841117218339,180,"180",0.000287032148753172,-0.000123245065121299,"0.643471256933982"
"20",0.636110459775197,0.07059425677945,1991-10-08,23,"FALL","WestEnd Urchin","2_10L","10L",0,65,1118,4,0,14,0,0,0,0,0,0,0,0,12.0333333333333,1.24556546730123,0.719127557839668,0.0108619229006965,0.00373125870213209,173,"173",6.27856815069162e-05,2.15679693764861e-05,"0.634244830424131"
"21",0.638427376330716,-0.0012127845983334,1992-04-09,24,"SPRING","WestEnd Urchin","2_10L","10L",0,53,1115,13,0,6,0,0,0,0,0,0,0,0,12.0333333333333,1.24556546730123,0.719127557839668,0.071844410316711,0.00231691655551947,184,"184",0.000390458751721255,1.25919378017362e-05,"0.637268918052957"
"22",0.593176934939074,0.201934924025,1992-10-06,25,"FALL","WestEnd Urchin","2_10L","10L",2,43,1152,0,0,10,0,0,0,0,0,0,0,0,12.0333333333333,1.24556546730123,0.719127557839668,0.208126389400886,-0.0452504413916428,180,"180",0.00115625771889381,-0.000251391341064682,"0.615802155634895"
"23",0.151426064403003,-0.0385472869779901,1993-10-25,27,"FALL","WestEnd Urchin","2_10L","10L",0,70,299,4,0,2,0,8,2,2,4,1,0,2,12.0333333333333,1.24556546730123,0.719127557839668,0.502966723977106,-0.44175087053607,384,"384",0.00130980917702371,-0.00115039289202102,"0.372301499671038"
"24",-0.448635609664645,0.0311301237333223,1994-04-16,28,"SPRING","WestEnd Urchin","2_10L","10L",0,8,36,4,0,2,0,137,0,175,91,7,0,15,12.0333333333333,1.24556546730123,0.719127557839668,0.604093497935792,-0.600061674067648,173,"173",0.00349186993026469,-0.0034685645899864,"-0.148604772630821"
"25",0.22994695082215,0.0544465752777549,1994-10-06,29,"FALL","WestEnd Urchin","2_10L","10L",1,103,55,5,0,5,0,34,0,0,0,0,0,14,12.0333333333333,1.24556546730123,0.719127557839668,0.678983025052496,0.678582560486795,173,"173",0.00392475737024564,0.00392244254616645,"-0.109344329421247"
"26",0.00633180301981957,0.0301847460201772,1995-04-10,30,"SPRING","WestEnd Urchin","2_10L","10L",4,128,141,5,0,1,0,46,0,42,6,0,0,3,12.0333333333333,1.24556546730123,0.719127557839668,0.224927478724993,-0.223615147802331,186,"186",0.00120928752002684,-0.00120223197743189,"0.118139376920985"
"27",0.025131191157619,-0.0153182515552276,1995-10-06,31,"FALL","WestEnd Urchin","2_10L","10L",3,123,188,3,0,8,0,49,1,0,6,1,3,5,12.0333333333333,1.24556546730123,0.719127557839668,0.0492335229564463,0.0187993881377994,179,"179",0.000275047614281823,0.00010502451473631,"0.0157314970887193"
"28",-0.337907692371066,-0.139698375403815,1996-04-29,32,"SPRING","WestEnd Urchin","2_10L","10L",1,0,249,2,0,15,0,37,2,26,18,0,5,4,12.0333333333333,1.24556546730123,0.719127557839668,0.383754669238491,-0.363038883528685,206,"206",0.00186288674387617,-0.00176232467732371,"-0.156388250606723"
"29",-0.00452741326157619,0.0833095751384968,1996-10-05,33,"FALL","WestEnd Urchin","2_10L","10L",1,179,414,0,0,13,0,24,0,7,1,3,2,23,12.0333333333333,1.24556546730123,0.719127557839668,0.401092204491939,0.33338027910949,159,"159",0.00252259248108138,0.00209673131515402,"-0.171217552816321"
"30",-0.133674358148615,-0.00609323840133221,1997-04-17,34,"SPRING","WestEnd Urchin","2_10L","10L",1,115,331,3,0,22,0,25,11,11,7,8,3,20,12.0333333333333,1.24556546730123,0.719127557839668,0.157072583357164,-0.129146944887039,194,"194",0.000809652491531773,-0.000665705901479583,"-0.0691008857050955"
"31",-0.102426952510052,-0.133611264258223,1997-10-19,35,"FALL","WestEnd Urchin","2_10L","10L",0,374,605,0,0,1,0,52,3,0,10,1,19,11,12.0333333333333,1.24556546730123,0.719127557839668,0.131290697604894,0.0312474056385627,185,"185",0.000709679446512941,0.000168904895343582,"-0.118050655329334"
"32",-0.167886146451669,-0.194136273086282,1998-04-27,36,"SPRING","WestEnd Urchin","2_10L","10L",0,64,471,0,0,1,0,78,74,0,12,3,18,3,12.0333333333333,1.24556546730123,0.719127557839668,0.0891525813710563,-0.0654591939416172,190,"190",0.000469224112479244,-0.000344522073376933,"-0.135156549480861"
"33",-0.14519367822386,-0.00326568715310432,1998-10-20,37,"FALL","WestEnd Urchin","2_10L","10L",0,78,90,0,0,2,0,43,5,10,3,2,3,6,12.0333333333333,1.24556546730123,0.719127557839668,0.192214798308415,0.0226924682278094,176,"176",0.00109212953584327,0.000128934478567099,"-0.156539912337765"
"34",-0.0688027935549,-0.0453008018723172,1999-04-26,38,"SPRING","WestEnd Urchin","2_10L","10L",0,235,1200,0,0,8,0,60,4,2,2,0,15,14,12.0333333333333,1.24556546730123,0.719127557839668,0.0871924201405359,0.07639088466896,188,"188",0.000463789468832638,0.00040633449292,"-0.10699823588938"
"35",0.179154326438174,-0.144869912576813,1999-11-19,39,"FALL","WestEnd Urchin","2_10L","10L",0,173,960,2,0,6,0,60,1,0,1,0,6,2,12.0333333333333,1.24556546730123,0.719127557839668,0.267201686300337,0.247957119993074,207,"207",0.00129082940241709,0.00119786048305833,"0.0551757664416371"
"36",0.636978840909016,0.0999572024075177,2000-10-26,41,"FALL","WestEnd Urchin","2_10L","10L",0,28,940,1,0,4,1,0,0,0,0,0,0,0,12.0333333333333,1.24556546730123,0.719127557839668,0.519175887616145,0.457824514470841,342,"342",0.0015180581509244,0.00133866817096737,"0.408066583673595"
"37",-0.213565484691561,0.303587214041429,2001-05-03,42,"SPRING","WestEnd Urchin","2_10L","10L",1,24,58,3,0,4,0,0,51,118,20,0,0,7,12.0333333333333,1.24556546730123,0.719127557839668,0.874580374493601,-0.850544325600577,189,"189",0.00462740938885503,-0.00450023452698718,"0.211706678108727"
"38",-0.6243892734359,0.914775406980786,2001-10-16,43,"FALL","WestEnd Urchin","2_10L","10L",0,1,0,2,0,7,0,0,0,0,0,0,29,24,12.0333333333333,1.24556546730123,0.719127557839668,0.736428674473455,-0.410823788744339,166,"166",0.00443631731610515,-0.00247484210086951,"-0.418977379063731"
"39",-0.159124040703986,1.15417371592265,2002-05-01,44,"SPRING","WestEnd Urchin","2_10L","10L",3,0,1,0,0,6,0,0,0,0,0,0,0,10,12.0333333333333,1.24556546730123,0.719127557839668,0.523243047840395,0.465265232731914,197,"197",0.0026560560804081,0.00236175245041581,"-0.391756657069943"
"40",0.0108066997587485,0.797651221315794,2002-10-12,45,"FALL","WestEnd Urchin","2_10L","10L",31,3,9,7,0,20,0,0,0,0,28,0,0,5,12.0333333333333,1.24556546730123,0.719127557839668,0.39494904192175,0.169930740462735,164,"164",0.00240822586537652,0.00103616305160204,"-0.0741586704726188"
"41",-0.392830379326672,0.223674159167072,2003-05-03,46,"SPRING","WestEnd Urchin","2_10L","10L",3,8,18,0,2,12,0,6,8,8,6,0,4,63,12.0333333333333,1.24556546730123,0.719127557839668,0.701692638899317,-0.403637079085421,203,"203",0.0034566139847257,-0.00198835999549468,"-0.191011839783962"
"42",-0.829532732547228,0.524063221168542,2003-10-17,47,"FALL","WestEnd Urchin","2_10L","10L",2,0,0,0,0,6,0,0,10,4,14,22,0,38,12.0333333333333,1.24556546730123,0.719127557839668,0.5300401247816,-0.436702353220556,167,"167",0.00317389296276407,-0.00261498415102129,"-0.61118155593695"
"43",-0.43229414062838,0.115103523741395,2005-05-10,50,"SPRING","WestEnd Urchin","2_10L","10L",2,27,21,0,0,9,0,42,17,163,301,0,4,11,12.0333333333333,1.24556546730123,0.719127557839668,0.57012852325539,0.397238591918848,571,"571",0.000998473771025201,0.00069568930283511,"-0.630913436587804"
"44",-0.318807380394225,0.173777467011871,2005-10-18,51,"FALL","WestEnd Urchin","2_10L","10L",4,14,16,0,0,17,1,43,4,0,3,0,4,7,12.0333333333333,1.24556546730123,0.719127557839668,0.127757099087885,0.113486760234156,161,"161",0.000793522354583137,0.000704886709528919,"-0.375550760511303"
"45",-0.381979197288984,0.0437487823632273,2006-04-19,52,"SPRING","WestEnd Urchin","2_10L","10L",2,28,44,0,1,5,0,67,12,258,54,1,8,2,12.0333333333333,1.24556546730123,0.719127557839668,0.144561880456922,-0.0631718168947595,183,"183",0.000789955630912142,-0.000345201185217265,"-0.350393288841604"
"46",-0.436687238126795,0.402343648060969,2006-10-17,53,"FALL","WestEnd Urchin","2_10L","10L",14,17,14,0,0,26,0,0,18,84,0,23,13,30,12.0333333333333,1.24556546730123,0.719127557839668,0.362744052242201,-0.0547080408378107,181,"181",0.00200411078586851,-0.000302254369269672,"-0.40933321770789"
"47",-0.657323312668851,0.0574090928421016,2007-05-02,54,"SPRING","WestEnd Urchin","2_10L","10L",14,2,4,0,0,7,0,96,7,39,29,0,63,28,12.0333333333333,1.24556546730123,0.719127557839668,0.409463215409352,-0.220636074542056,197,"197",0.00207849347923529,-0.00111998007381754,"-0.547005275397823"
"48",-0.272321174766232,0.037352993565518,2007-11-03,55,"FALL","WestEnd Urchin","2_10L","10L",3,89,122,0,0,6,0,39,11,78,10,6,33,7,12.0333333333333,1.24556546730123,0.719127557839668,0.385524179926214,0.385002137902619,185,"185",0.00208391448608764,0.00208109263731145,"-0.464822243717541"
"49",-0.229122839241226,0.0264763521482836,2008-10-21,57,"FALL","WestEnd Urchin","2_10L","10L",5,106,127,0,0,3,2,39,30,0,1,6,26,33,12.0333333333333,1.24556546730123,0.719127557839668,0.0445465769801686,0.0431983355250059,353,"353",0.000126194269065633,0.000122374888172821,"-0.250722007003729"
"50",-0.323532023013991,0.0525079717047,2010-06-29,60,"SPRING","WestEnd Urchin","2_10L","10L",6,88,55,0,2,11,0,43,31,9,16,8,21,11,12.0333333333333,1.24556546730123,0.719127557839668,0.0979323194730407,-0.0944091837727649,616,"616",0.000158981038105586,-0.000153261661968774,"-0.276327431127608"
"51",-0.248326453078115,0.0347844557146514,2010-12-14,61,"FALL","WestEnd Urchin","2_10L","10L",7,122,183,0,0,7,1,23,25,8,20,7,30,3,12.0333333333333,1.24556546730123,0.719127557839668,0.0772657800609651,0.0752055699358759,168,"168",0.000459915357505745,0.000447652201999261,"-0.285929238046053"
"52",-0.277466879608813,-0.105812341104187,2011-10-24,63,"FALL","WestEnd Urchin","2_10L","10L",0,9,127,0,1,21,2,10,23,0,0,3,38,6,12.0333333333333,1.24556546730123,0.719127557839668,0.143584900787335,-0.0291404265306982,314,"314",0.000457276754099793,-9.28039061487204e-05,"-0.262896666343464"
"53",-0.144012176254112,0.000822133151683106,2012-11-07,65,"FALL","WestEnd Urchin","2_10L","10L",5,145,288,0,0,10,0,26,32,2,0,3,38,5,12.0333333333333,1.24556546730123,0.719127557839668,0.170824673122231,0.133454703354701,380,"380",0.000449538613479555,0.000351196587775529,"-0.210739527931462"
"54",-0.229397761209946,0.0802925518064501,2013-10-22,67,"FALL","WestEnd Urchin","2_10L","10L",5,117,116,0,0,11,0,11,13,0,26,9,32,5,12.0333333333333,1.24556546730123,0.719127557839668,0.116645812438398,-0.0853855849558344,349,"349",0.000334228688935238,-0.000244657836549669,"-0.186704968732029"
"55",-0.255958195270291,-0.0742100981560395,2014-04-30,68,"SPRING","WestEnd Urchin","2_10L","10L",4,189,387,0,0,0,0,18,32,7,19,8,30,2,12.0333333333333,1.24556546730123,0.719127557839668,0.156769019589029,-0.0265604340603445,190,"190",0.000825100103100153,-0.000139791758212339,"-0.242677978240118"
"56",-0.236625851548666,-0.137063734917177,2014-11-20,69,"FALL","WestEnd Urchin","2_10L","10L",0,126,222,0,0,0,0,51,38,5,3,8,35,5,12.0333333333333,1.24556546730123,0.719127557839668,0.0657595557152881,0.0193323437216245,204,"204",0.000322350763310236,9.4766390792277e-05,"-0.246292023409478"
"57",-0.197486187089483,-0.171975372393248,2015-04-19,70,"SPRING","WestEnd Urchin","2_10L","10L",0,83,130,0,0,0,0,37,52,1,0,4,26,5,12.0333333333333,1.24556546730123,0.719127557839668,0.0524474571856254,0.0391396644591833,150,"150",0.000349649714570836,0.000260931096394555,"-0.217056019319074"
"58",-0.140385784373523,-0.257696339227131,2015-10-21,71,"FALL","WestEnd Urchin","2_10L","10L",0,106,238,0,0,0,0,46,53,0,0,6,31,3,12.0333333333333,1.24556546730123,0.719127557839668,0.102997767671249,0.0571004027159597,185,"185",0.000556744690114859,0.000308650825491674,"-0.168935985731503"
"59",-0.2415376507372,-0.0700490004031472,2016-05-01,72,"SPRING","WestEnd Urchin","2_10L","10L",1,69,285,0,0,0,0,39,40,123,0,3,10,10,12.0333333333333,1.24556546730123,0.719127557839668,0.213174163154399,-0.101151866363677,193,"193",0.00110452934276891,-0.000524102934526824,"-0.190961717555362"
"60",-0.173722183444419,-0.13062692184156,2016-09-27,73,"FALL","WestEnd Urchin","2_10L","10L",0,71,163,0,0,0,0,35,38,1,0,3,9,23,12.0333333333333,1.24556546730123,0.719127557839668,0.0909319645115879,0.0678154672927805,149,"149",0.000610281641017368,0.000455137364381077,"-0.20762991709081"
"61",-0.328505503261242,-0.0552344357768189,2017-04-04,74,"SPRING","WestEnd Urchin","2_10L","10L",0,77,230,0,0,0,0,18,24,376,44,2,13,9,12.0333333333333,1.24556546730123,0.719127557839668,0.1721682405339,-0.154783319816822,189,"189",0.000910943071607937,-0.000818959364110169,"-0.251113843352831"
"62",-0.0166780017439294,-0.14166255565617,2017-10-12,75,"FALL","WestEnd Urchin","2_10L","10L",0,110,229,1,0,0,0,32,10,0,0,3,4,9,12.0333333333333,1.24556546730123,0.719127557839668,0.323583390501442,0.311827501517312,191,"191",0.0016941538769709,0.00163260471998593,"-0.172591752502586"
"63",-0.0447114395844537,-0.0999665474631975,2018-04-03,76,"SPRING","WestEnd Urchin","2_10L","10L",0,106,314,3,0,3,0,32,6,1,14,3,5,3,12.0333333333333,1.24556546730123,0.719127557839668,0.0502437134016482,-0.0280334378405244,173,"173",0.000290426089026868,-0.000162042993297829,"-0.0306947206641915"
"64",-0.472746399998002,-0.553917509049118,1981-04-25,2,"SPRING","NavFac","1_10R","10R",0,0,13,13,0,0,0,94,35,2,2,0,23,1,10.0963345666667,0.0744247924052418,0.0429691739295484,0.245542661242539,-0.0370320129371897,241,"241",0.00101884921677402,-0.000153659804718629,"-0.454230393529407"
"65",-0.586444577262977,-0.406623519249176,1981-10-24,3,"FALL","NavFac","1_10R","10R",0,0,10,1,0,0,0,83,30,1,22,0,7,3,10.0963345666667,0.0744247924052418,0.0429691739295484,0.186072015479392,-0.113698177264975,182,"182",0.00102237371142523,-0.000624715259697665,"-0.529595488630489"
"66",-0.421235250045774,-0.540293610461676,1982-04-29,4,"SPRING","NavFac","1_10R","10R",0,0,13,14,0,0,0,82,61,4,2,13,0,4,10.0963345666667,0.0744247924052418,0.0429691739295484,0.212513093912631,0.165209327217202,187,"187",0.0011364336572868,0.000883472338059904,"-0.503839913654376"
"67",-0.437346836828298,-0.627052261233294,1982-10-18,5,"FALL","NavFac","1_10R","10R",0,0,14,9,0,0,0,184,41,0,0,0,23,3,10.0963345666667,0.0744247924052418,0.0429691739295484,0.0882419781757095,-0.0161115867825232,172,"172",0.00051303475683552,-9.36720161774605e-05,"-0.429291043437036"
"68",-0.401980264588655,-0.383675898090963,1983-05-01,6,"SPRING","NavFac","1_10R","10R",1,0,44,15,0,0,0,191,49,3,4,1,11,5,10.0963345666667,0.0744247924052418,0.0429691739295484,0.245932609810838,0.0353665722396427,195,"195",0.00126119287082481,0.000181367037126373,"-0.419663550708476"
"69",-0.480343888322788,-0.549060574682386,1983-09-15,7,"FALL","NavFac","1_10R","10R",0,0,10,13,0,0,0,194,43,7,0,1,8,2,10.0963345666667,0.0744247924052418,0.0429691739295484,0.183010788687428,-0.0783636237341328,137,"137",0.00133584517290093,-0.000571997253533816,"-0.441162076455721"
"70",-0.568350800042685,-0.743446124562601,1984-10-03,9,"FALL","NavFac","1_10R","10R",0,0,1,13,0,0,0,141,34,0,0,1,7,2,10.0963345666667,0.0744247924052418,0.0429691739295484,0.213379845610374,-0.0880069117198971,384,"384",0.000555676681277016,-0.000229184665937232,"-0.524347344182736"
"71",-0.331580091816275,-0.565374267398621,1985-09-05,11,"FALL","NavFac","1_10R","10R",0,0,45,20,0,0,0,155,42,0,17,1,4,1,10.0963345666667,0.0744247924052418,0.0429691739295484,0.296259944285191,0.23677070822641,337,"337",0.000879109626959024,0.000702583703935935,"-0.44996544592948"
"72",-0.349888215855237,-0.646799388206107,1986-04-18,12,"SPRING","NavFac","1_10R","10R",0,0,32,27,0,0,0,139,43,0,32,1,4,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.0834579996425724,-0.0183081240389621,225,"225",0.000370924442855877,-8.13694401731649e-05,"-0.340734153835756"
"73",-0.355043948354151,-0.563282634884762,1986-10-05,13,"FALL","NavFac","1_10R","10R",0,0,30,46,0,0,0,93,47,0,9,1,4,2,10.0963345666667,0.0744247924052418,0.0429691739295484,0.0836757411854758,-0.00515573249891427,170,"170",0.000492210242267505,-3.03278382289075e-05,"-0.352466082104694"
"74",0.00656684022121299,-0.681836359368669,1987-04-24,14,"SPRING","NavFac","1_10R","10R",0,0,187,60,0,0,0,64,38,0,0,0,3,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.380548745896111,0.361610788575364,201,"201",0.00189327734276672,0.00179905864962868,"-0.174238554066469"
"75",-0.295484001218465,-0.516067551948231,1987-10-07,15,"FALL","NavFac","1_10R","10R",0,0,99,58,0,0,0,106,31,1,9,1,10,1,10.0963345666667,0.0744247924052418,0.0429691739295484,0.344548992638219,-0.302050841439678,166,"166",0.00207559634119409,-0.00181958338216673,"-0.144458580498626"
"76",-0.214583441784792,-0.59531250846021,1988-04-26,16,"SPRING","NavFac","1_10R","10R",0,0,132,46,0,0,0,84,24,0,14,1,7,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.113246031494559,0.0809005594336733,202,"202",0.000560623918289896,0.000400497818978581,"-0.255033721501628"
"77",-0.229704230996698,-0.567535027861339,1988-10-09,17,"FALL","NavFac","1_10R","10R",0,0,117,48,0,0,0,33,38,3,1,1,13,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.0316263607582587,-0.0151207892119062,166,"166",0.000190520245531679,-9.10890916379892e-05,"-0.222143836390745"
"78",-0.197979099025193,-0.558655874511042,1989-04-18,18,"SPRING","NavFac","1_10R","10R",1,0,398,44,0,0,0,51,45,1,8,0,22,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.0329442462780302,0.031725131971505,191,"191",0.000172482964806441,0.000166100167390079,"-0.213841665010945"
"79",-0.187776867277053,-0.482509930649685,1989-11-10,19,"FALL","NavFac","1_10R","10R",0,0,420,19,0,1,0,62,21,0,10,4,17,1,10.0963345666667,0.0744247924052418,0.0429691739295484,0.0768263646099415,0.0102022317481399,206,"206",0.000372943517523988,4.95253968356306e-05,"-0.192877983151123"
"80",0.25595982917451,-0.303131049460604,1990-10-20,21,"FALL","NavFac","1_10R","10R",0,9,787,12,0,2,0,22,2,0,2,0,2,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.478622020799705,0.443736696451563,344,"344",0.00139134308372007,0.00128993225712664,"0.0340914809487287"
"81",0.699315302926605,-0.128344958623036,1991-04-18,22,"SPRING","NavFac","1_10R","10R",0,7,1120,11,0,3,0,0,0,0,0,0,0,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.476565057107866,0.443355473752095,180,"180",0.00264758365059926,0.00246308596528942,"0.477637566050558"
"82",0.665826896544875,-0.0376050335345187,1991-10-08,23,"FALL","NavFac","1_10R","10R",0,14,1174,6,0,5,0,0,0,0,0,0,0,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.0967223209350229,-0.0334884063817303,173,"173",0.000559088560318052,-0.000193574603362603,"0.68257109973574"
"83",0.738941469945471,-0.183192586331823,1992-04-09,24,"SPRING","NavFac","1_10R","10R",0,3,862,20,0,4,0,0,0,0,0,0,0,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.162915549819712,0.0731145734005957,184,"184",0.000885410596846261,0.000397361811959759,"0.702384183245173"
"84",0.708491600201037,-0.190358925347322,1992-10-06,25,"FALL","NavFac","1_10R","10R",0,5,419,12,0,1,0,0,0,0,0,0,0,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.0312817995380391,-0.0304498697444341,180,"180",0.000173787775211328,-0.000169165943024634,"0.723716535073254"
"85",0.843717266528982,-0.428683950657121,1993-10-25,27,"FALL","NavFac","1_10R","10R",0,0,617,11,0,0,0,0,0,0,0,0,0,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.27401605522807,0.135225666327945,384,"384",0.000713583477156432,0.000352150172729023,"0.776104433365009"
"86",0.845191497643101,-0.479817189734004,1994-04-16,28,"SPRING","NavFac","1_10R","10R",0,0,338,43,0,0,0,0,0,0,0,0,0,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.0511544865663955,0.00147423111411948,173,"173",0.000295690673794194,8.52156713363861e-06,"0.844454382086041"
"87",0.637990639235374,-0.317921437695211,1994-10-06,29,"FALL","NavFac","1_10R","10R",0,3,568,40,0,1,0,2,0,0,0,0,0,0,10.0963345666667,0.0744247924052418,0.0429691739295484,0.262949482321425,-0.207200858407727,173,"173",0.00151993920417009,-0.00119769282316605,"0.741591068439237"
